Id,Credit Score,Income,Employment Status,Debt-to-Income Ratio,Loan Amount,Loan Purpose,Marital Status,Number of Dependents,Residence Status,Previous Loan History,Bank Account Balance,Education Level,Existing Loan Balance,Maximum Loan Limit,Loan Approval Status
7163,665,46990,Employed,0.176,28166,Home Purchase,Married,1,Owner,Paid in Full,41511,Master or above,0.0,19530,1
7164,673,66573,Self-employed,0.1,13214,Education,Single,0,Renter,Paid in Full,112878,High School,0.0,28002,0
7165,619,83062,Employed,0.1,12662,Home Purchase,Single,0,Living with Parents,Paid in Full,48285,Master or above,0.0,32134,1
7166,711,83648,Self-employed,0.321,13956,Personal Expenses,Married,1,Living with Parents,Paid in Full,10341,Bachelor,652.7450997237016,36518,1
7167,789,88387,Employed,0.158,16697,Education,Single,2,Owner,No Previous Loan,3618,Bachelor,0.0,43585,1
7168,800,49907,Employed,0.126,53287,Personal Expenses,Married,3,Renter,Paid in Full,17865,High School,0.0,24953,1
7169,778,47189,Employed,0.362,43846,Education,Single,1,Living with Parents,No Previous Loan,64770,Master or above,0.0,22945,1
7170,660,27038,Employed,0.281,31847,Car Purchase,Married,1,Living with Parents,No Previous Loan,10114,High School,0.0,11153,0
7171,712,77941,Self-employed,0.163,114121,Personal Expenses,Married,3,Renter,Paid in Full,64010,Bachelor,0.0,34683,1
7172,616,103082,Employed,0.243,1053,Education,Married,3,Living with Parents,No Previous Loan,1136,Master or above,0.0,39686,1
7173,659,134603,Self-employed,0.176,9468,Education,Married,1,Owner,No Previous Loan,20805,Bachelor,0.0,55439,1
7174,642,69890,Employed,0.131,14831,Education,Married,1,Renter,Paid in Full,20463,Bachelor,0.0,28043,1
7175,745,40898,Employed,0.247,7658,Personal Expenses,Single,0,Renter,No Previous Loan,38848,High School,0.0,19043,1
7176,338,0,Unemployed,0.168,5919,Home Purchase,Single,2,Renter,No Previous Loan,10381,High School,0.0,0,0
7177,622,101005,Self-employed,0.208,2693,Car Purchase,Single,1,Renter,Paid in Full,5426,Bachelor,0.0,39265,0
7178,748,24439,Employed,0.302,10987,Personal Expenses,Married,2,Renter,No Previous Loan,33562,High School,0.0,11425,1
7179,518,50604,Employed,0.291,36674,Home Purchase,Married,1,Renter,No Previous Loan,404,Master or above,0.0,16383,0
7180,701,53634,Employed,0.145,32524,Education,Single,1,Owner,Defaulted,3139,High School,99188.64300095248,0,1
7181,591,57952,Employed,0.249,7070,Car Purchase,Married,1,Renter,Paid in Full,9327,Bachelor,735.1157925097191,20670,0
7182,685,61083,Self-employed,0.1,18695,Home Purchase,Single,2,Renter,Paid in Full,10424,High School,0.0,26151,1
7183,615,64290,Self-employed,0.245,58302,Education,Single,1,Living with Parents,Paid in Full,48958,High School,0.0,24711,0
7184,794,17933,Employed,0.215,3280,Personal Expenses,Single,0,Living with Parents,Paid in Full,39385,High School,0.0,8899,1
7185,670,0,Unemployed,0.238,12797,Car Purchase,Single,1,Renter,No Previous Loan,9085,High School,0.0,0,0
7186,605,19679,Employed,0.17,19976,Home Purchase,Single,2,Living with Parents,No Previous Loan,1731,Master or above,0.0,7441,0
7187,524,86526,Employed,0.4,15150,Car Purchase,Divorced,2,Living with Parents,No Previous Loan,9801,Master or above,0.0,28337,1
7188,672,45457,Employed,0.11,35116,Personal Expenses,Married,2,Living with Parents,Paid in Full,7352,Bachelor,0.0,19091,0
7189,730,20405,Employed,0.297,3354,Home Purchase,Married,2,Owner,Paid in Full,4188,High School,0.0,9309,1
7190,692,39934,Employed,0.1,5486,Home Purchase,Married,2,Renter,Paid in Full,4925,Bachelor,0.0,17271,1
7191,582,45119,Employed,0.25,29668,Personal Expenses,Single,0,Renter,No Previous Loan,18784,High School,0.0,16412,0
7192,782,108819,Employed,0.258,2734,Personal Expenses,Divorced,3,Renter,Paid in Full,6948,High School,0.0,53185,1
7193,648,66198,Employed,0.205,33778,Personal Expenses,Divorced,2,Living with Parents,Paid in Full,12131,Master or above,0.0,26810,1
7194,762,71276,Self-employed,0.15,23520,Home Purchase,Married,3,Owner,Paid in Full,3117,High School,0.0,33945,1
7195,448,108305,Employed,0.214,31499,Home Purchase,Single,2,Renter,Defaulted,11571,Bachelor,138124.2544937985,0,0
7196,780,57183,Employed,0.227,9381,Home Purchase,Married,2,Renter,No Previous Loan,22236,Master or above,0.0,27876,1
7197,775,87482,Self-employed,0.379,24975,Education,Single,0,Owner,No Previous Loan,28647,Bachelor,0.0,42374,1
7198,489,0,Unemployed,0.113,4644,Car Purchase,Married,1,Renter,No Previous Loan,33294,Bachelor,0.0,0,0
7199,769,0,Unemployed,0.144,9910,Home Purchase,Single,2,Renter,No Previous Loan,4088,High School,0.0,0,0
7200,615,125315,Employed,0.228,15555,Home Purchase,Single,1,Living with Parents,No Previous Loan,31686,Master or above,0.0,48167,1
7201,606,29494,Employed,0.174,6106,Personal Expenses,Married,1,Renter,Paid in Full,2430,High School,0.0,11170,0
7202,730,94919,Employed,0.19,18655,Personal Expenses,Divorced,1,Owner,No Previous Loan,622,Bachelor,0.0,43306,1
7203,800,28101,Employed,0.307,4777,Education,Married,2,Owner,No Previous Loan,9337,Bachelor,0.0,14050,1
7204,570,0,Unemployed,0.1,19622,Home Purchase,Single,1,Living with Parents,No Previous Loan,31638,Bachelor,0.0,0,0
7205,636,152216,Employed,0.14,85618,Personal Expenses,Single,2,Renter,No Previous Loan,3106,Master or above,0.0,60505,1
7206,800,53939,Employed,0.1,4269,Education,Divorced,0,Owner,No Previous Loan,4947,Bachelor,0.0,26969,1
7207,800,52781,Employed,0.1,14665,Car Purchase,Single,0,Renter,Paid in Full,4648,Master or above,0.0,26390,1
7208,800,81415,Employed,0.4,2974,Personal Expenses,Married,3,Owner,Paid in Full,56557,Master or above,0.0,40707,1
7209,550,50888,Self-employed,0.26,6521,Home Purchase,Single,1,Living with Parents,No Previous Loan,27501,Master or above,0.0,17492,0
7210,800,148931,Employed,0.295,30265,Education,Single,1,Owner,Paid in Full,12494,Master or above,662.6767241397679,73802,1
7211,800,66051,Employed,0.192,9751,Personal Expenses,Married,4,Owner,No Previous Loan,3350,High School,0.0,33025,1
7212,512,51124,Employed,0.276,31514,Home Purchase,Single,1,Renter,No Previous Loan,5265,Bachelor,0.0,16359,0
7213,580,45796,Employed,0.1,21411,Car Purchase,Married,2,Renter,No Previous Loan,52179,Bachelor,0.0,16601,0
7214,677,37632,Employed,0.304,14062,Personal Expenses,Single,0,Renter,Paid in Full,10185,Master or above,0.0,15923,0
7215,741,43836,Employed,0.118,5358,Home Purchase,Single,1,Renter,Paid in Full,9763,High School,0.0,20301,1
7216,766,50350,Employed,0.147,29771,Education,Single,1,Renter,Paid in Full,12452,Bachelor,0.0,24105,1
7217,732,47017,Self-employed,0.251,20331,Personal Expenses,Married,4,Renter,No Previous Loan,7624,High School,0.0,21510,0
7218,452,0,Unemployed,0.232,3254,Car Purchase,Divorced,2,Renter,Paid in Full,31384,Bachelor,904.324700024891,0,0
7219,800,0,Unemployed,0.208,5717,Car Purchase,Married,1,Owner,Paid in Full,10057,High School,0.0,0,0
7220,652,0,Unemployed,0.1,940,Home Purchase,Married,2,Renter,Paid in Full,3784,Bachelor,0.0,0,0
7221,619,64564,Employed,0.21,3828,Home Purchase,Married,3,Living with Parents,Paid in Full,6276,Bachelor,0.0,24978,1
7222,797,80689,Employed,0.296,10964,Personal Expenses,Married,2,Renter,Paid in Full,6147,High School,0.0,40193,1
7223,504,82219,Employed,0.147,5218,Personal Expenses,Single,0,Renter,Paid in Full,8494,Master or above,0.0,25898,1
7224,537,58267,Self-employed,0.331,6529,Car Purchase,Married,3,Renter,Defaulted,11290,Master or above,10723.213893232143,8832,0
7225,680,0,Unemployed,0.113,60257,Car Purchase,Married,2,Renter,Paid in Full,3942,Master or above,0.0,0,0
7226,601,75197,Self-employed,0.201,41966,Car Purchase,Married,1,Renter,No Previous Loan,2483,High School,0.0,28245,0
7227,697,68552,Employed,0.354,7488,Car Purchase,Single,1,Living with Parents,No Previous Loan,12351,High School,0.0,29862,1
7228,659,0,Unemployed,0.132,33168,Education,Married,1,Renter,No Previous Loan,21933,Bachelor,0.0,0,0
7229,647,27478,Employed,0.305,50547,Home Purchase,Single,1,Owner,Paid in Full,9111,High School,0.0,11111,0
7230,711,47483,Employed,0.397,27843,Personal Expenses,Married,2,Owner,No Previous Loan,8281,Bachelor,0.0,21100,1
7231,800,33820,Employed,0.217,20226,Car Purchase,Married,3,Renter,No Previous Loan,10904,Master or above,0.0,16910,1
7232,587,42981,Employed,0.147,44986,Personal Expenses,Married,1,Renter,No Previous Loan,8520,High School,0.0,15768,0
7233,581,61005,Employed,0.123,32380,Car Purchase,Single,1,Renter,No Previous Loan,5549,High School,0.0,22152,1
7234,767,71787,Employed,0.33,4459,Personal Expenses,Divorced,0,Living with Parents,No Previous Loan,5221,Bachelor,0.0,34412,1
7235,791,146140,Employed,0.328,12417,Personal Expenses,Married,2,Renter,Paid in Full,14371,Master or above,0.0,72247,1
7236,800,45862,Employed,0.345,8636,Car Purchase,Married,3,Owner,No Previous Loan,4821,High School,0.0,22931,1
7237,797,88381,Self-employed,0.197,47490,Education,Married,1,Renter,No Previous Loan,1775,Master or above,0.0,44024,1
7238,624,69918,Employed,0.304,8394,Education,Single,3,Renter,No Previous Loan,11413,Bachelor,0.0,27268,1
7239,709,114702,Employed,0.195,7070,Car Purchase,Single,1,Renter,Paid in Full,14643,Bachelor,0.0,50827,1
7240,639,80034,Self-employed,0.112,41876,Car Purchase,Single,0,Owner,No Previous Loan,38917,High School,0.0,31963,0
7241,537,0,Unemployed,0.312,19447,Car Purchase,Married,2,Renter,Paid in Full,7688,Bachelor,0.0,0,0
7242,766,25351,Employed,0.363,123944,Car Purchase,Single,0,Living with Parents,No Previous Loan,5214,High School,0.0,12136,0
7243,731,70103,Employed,0.1,6333,Education,Married,3,Owner,No Previous Loan,8864,Bachelor,0.0,32028,1
7244,792,46068,Employed,0.1,8928,Home Purchase,Married,2,Renter,Paid in Full,8201,Bachelor,0.0,22803,1
7245,789,36751,Employed,0.204,46063,Personal Expenses,Single,3,Renter,Paid in Full,11479,Bachelor,0.0,18122,1
7246,496,31834,Employed,0.296,4174,Education,Single,1,Renter,Defaulted,1422,High School,30323.789095139156,0,0
7247,662,65028,Self-employed,0.1,56134,Car Purchase,Single,1,Renter,No Previous Loan,4774,High School,0.0,26905,0
7248,578,127510,Employed,0.223,4484,Home Purchase,Married,4,Owner,No Previous Loan,7471,Master or above,0.0,46062,1
7249,665,48911,Self-employed,0.141,27612,Education,Single,1,Renter,No Previous Loan,28251,High School,0.0,20328,0
7250,499,80598,Self-employed,0.27,2375,Home Purchase,Single,0,Living with Parents,Defaulted,34293,High School,25830.582842873464,0,0
7251,429,0,Unemployed,0.12,15692,Education,Married,3,Living with Parents,Paid in Full,13566,Bachelor,1679.9866896695355,0,0
7252,646,31489,Employed,0.277,3813,Home Purchase,Married,4,Living with Parents,No Previous Loan,6078,Master or above,0.0,12713,0
7253,779,0,Unemployed,0.184,102958,Education,Single,1,Renter,No Previous Loan,14840,High School,0.0,0,0
7254,800,34708,Employed,0.106,5136,Car Purchase,Single,1,Renter,Paid in Full,31665,Bachelor,0.0,17354,1
7255,677,60652,Employed,0.206,6548,Education,Single,2,Renter,Paid in Full,3253,Bachelor,0.0,25663,1
7256,626,50581,Employed,0.1,25622,Home Purchase,Single,1,Renter,No Previous Loan,6160,Bachelor,0.0,19789,0
7257,698,93773,Employed,0.144,8224,Home Purchase,Single,1,Living with Parents,Paid in Full,4246,Master or above,0.0,40908,1
7258,709,35348,Self-employed,0.234,30204,Home Purchase,Single,2,Renter,No Previous Loan,56423,High School,0.0,15663,0
7259,666,72950,Employed,0.1,7368,Car Purchase,Single,1,Owner,No Previous Loan,5925,Bachelor,0.0,30365,1
7260,682,39426,Employed,0.1,6821,Home Purchase,Single,0,Renter,Paid in Full,1060,Bachelor,0.0,16805,1
7261,656,46469,Employed,0.1,14592,Home Purchase,Married,3,Renter,No Previous Loan,15487,Bachelor,0.0,19052,0
7262,493,9744,Employed,0.333,4442,Car Purchase,Married,4,Living with Parents,No Previous Loan,28045,Master or above,0.0,3002,0
7263,715,170783,Employed,0.192,22296,Personal Expenses,Married,3,Renter,No Previous Loan,1514,High School,0.0,76318,1
7264,681,79013,Self-employed,0.147,36065,Education,Married,2,Renter,No Previous Loan,17846,High School,0.0,33629,1
7265,591,40881,Employed,0.295,26076,Personal Expenses,Married,4,Owner,Defaulted,2097,Bachelor,24675.137912838436,0,0
7266,674,34192,Employed,0.16,28540,Car Purchase,Single,0,Renter,Paid in Full,8483,Bachelor,0.0,14403,0
7267,455,46829,Employed,0.227,2188,Car Purchase,Single,1,Living with Parents,Defaulted,25859,Bachelor,74100.37629614753,0,0
7268,800,85865,Employed,0.203,9453,Education,Married,4,Owner,Paid in Full,23160,Bachelor,0.0,42932,1
7269,494,23296,Employed,0.153,11953,Car Purchase,Married,1,Renter,Defaulted,35605,High School,657.9673413482732,6534,0
7270,629,55899,Employed,0.229,64232,Education,Married,1,Renter,Defaulted,5869,High School,143.3476277538543,21831,0
7271,725,0,Unemployed,0.277,8387,Personal Expenses,Single,0,Renter,Paid in Full,11347,Bachelor,0.0,0,0
7272,800,34034,Employed,0.182,1501,Car Purchase,Married,2,Owner,Paid in Full,11524,High School,0.0,17017,1
7273,692,62460,Employed,0.154,5496,Car Purchase,Single,1,Renter,Paid in Full,4116,Master or above,1789.0983312333437,25224,1
7274,550,180548,Employed,0.166,7743,Personal Expenses,Married,2,Renter,Defaulted,8001,High School,61597.643295881964,465,0
7275,541,82304,Self-employed,0.1,1735,Personal Expenses,Married,3,Owner,Defaulted,9735,Bachelor,50741.91396448555,0,0
7276,604,63899,Employed,0.228,39517,Education,Married,2,Renter,Defaulted,26759,Bachelor,7645.571864514914,16476,1
7277,691,77297,Employed,0.1,3121,Home Purchase,Single,0,Owner,No Previous Loan,12873,High School,0.0,33382,1
7278,800,49102,Self-employed,0.263,23431,Personal Expenses,Married,3,Renter,Paid in Full,26273,High School,0.0,24551,0
7279,564,114911,Employed,0.191,5031,Car Purchase,Married,4,Living with Parents,Paid in Full,22239,Master or above,0.0,40506,1
7280,684,49140,Employed,0.211,67696,Car Purchase,Married,1,Renter,Paid in Full,1668,Master or above,0.0,21007,1
7281,666,22527,Employed,0.27,11380,Personal Expenses,Married,1,Renter,Paid in Full,11264,Bachelor,0.0,9376,0
7282,750,49337,Employed,0.107,9289,Personal Expenses,Married,2,Renter,Paid in Full,15629,High School,0.0,23126,1
7283,655,37002,Employed,0.237,25439,Car Purchase,Married,3,Renter,Paid in Full,13431,Master or above,0.0,15147,0
7284,791,52130,Employed,0.227,5478,Car Purchase,Married,2,Renter,Paid in Full,12891,Master or above,0.0,25771,1
7285,771,52709,Employed,0.182,26671,Personal Expenses,Single,1,Owner,No Previous Loan,3355,Master or above,0.0,25399,1
7286,766,109186,Employed,0.107,9266,Car Purchase,Single,1,Renter,Paid in Full,7077,Bachelor,0.0,52272,1
7287,479,84943,Employed,0.26,8276,Home Purchase,Married,1,Living with Parents,No Previous Loan,18174,High School,0.0,25429,1
7288,581,0,Unemployed,0.27,13742,Personal Expenses,Single,2,Owner,No Previous Loan,11323,High School,0.0,0,0
7289,700,59911,Self-employed,0.211,5044,Education,Single,1,Owner,Defaulted,46965,High School,8734.569583885625,17476,1
7290,591,35336,Self-employed,0.1,12393,Personal Expenses,Single,2,Renter,Paid in Full,41454,Bachelor,0.0,13052,0
7291,589,20161,Employed,0.147,21063,Personal Expenses,Married,1,Renter,No Previous Loan,30345,High School,0.0,7421,0
7292,791,63492,Employed,0.194,1490,Personal Expenses,Single,0,Renter,Paid in Full,15540,Bachelor,0.0,31388,1
7293,539,89269,Employed,0.269,44672,Personal Expenses,Single,0,Living with Parents,No Previous Loan,3232,Bachelor,0.0,30072,1
7294,592,56836,Employed,0.1,33920,Education,Single,1,Owner,No Previous Loan,3281,High School,0.0,21029,0
7295,509,0,Unemployed,0.144,2347,Personal Expenses,Married,2,Renter,No Previous Loan,4276,High School,0.0,0,0
7296,800,75686,Employed,0.16,2008,Personal Expenses,Single,2,Renter,No Previous Loan,4886,Master or above,0.0,37843,1
7297,671,57551,Employed,0.192,34811,Personal Expenses,Divorced,2,Owner,Paid in Full,31524,Bachelor,0.0,24135,0
7298,542,139381,Employed,0.1,32219,Personal Expenses,Married,2,Renter,No Previous Loan,9239,High School,0.0,47215,1
7299,800,111130,Employed,0.178,27968,Personal Expenses,Single,1,Renter,No Previous Loan,30575,Bachelor,0.0,55565,1
7300,765,96940,Employed,0.169,3600,Home Purchase,Married,2,Renter,Paid in Full,13799,Bachelor,956.3103733760455,45393,1
7301,763,87637,Employed,0.1,93381,Home Purchase,Single,2,Renter,Paid in Full,3723,High School,0.0,41791,1
7302,559,31477,Employed,0.188,7050,Home Purchase,Married,2,Renter,Paid in Full,26956,Master or above,0.0,10997,0
7303,545,83583,Self-employed,0.146,19058,Home Purchase,Single,0,Renter,Paid in Full,12838,Bachelor,2522.1603145778436,25948,0
7304,765,72421,Employed,0.25,19294,Home Purchase,Single,0,Owner,No Previous Loan,69186,Bachelor,0.0,34626,1
7305,490,0,Unemployed,0.111,73772,Home Purchase,Married,1,Renter,Paid in Full,13781,High School,0.0,0,0
7306,631,76757,Self-employed,0.209,17000,Personal Expenses,Single,3,Renter,Defaulted,2988,High School,12126.151370666032,18144,0
7307,586,75243,Employed,0.119,22734,Home Purchase,Married,3,Living with Parents,Paid in Full,9670,Bachelor,378.8731593813785,27178,1
7308,720,231545,Self-employed,0.14,13886,Car Purchase,Married,2,Renter,No Previous Loan,3784,Master or above,0.0,104195,1
7309,660,57757,Employed,0.23,4533,Personal Expenses,Married,2,Living with Parents,Paid in Full,2411,Bachelor,0.0,23824,0
7310,522,0,Unemployed,0.223,1476,Home Purchase,Single,0,Renter,No Previous Loan,2461,High School,0.0,0,0
7311,530,47410,Employed,0.158,15496,Car Purchase,Married,1,Renter,No Previous Loan,17534,Bachelor,0.0,15704,0
7312,800,89091,Employed,0.173,3653,Home Purchase,Single,1,Renter,No Previous Loan,10199,Master or above,0.0,44545,1
7313,595,95967,Employed,0.1,21289,Home Purchase,Married,3,Renter,No Previous Loan,1305,Bachelor,0.0,35687,1
7314,800,71992,Employed,0.34,17405,Personal Expenses,Married,2,Owner,Paid in Full,5127,Master or above,0.0,35996,1
7315,360,0,Unemployed,0.269,16987,Personal Expenses,Single,2,Renter,Defaulted,38560,Master or above,26546.339933488165,0,0
7316,797,38559,Employed,0.265,5233,Personal Expenses,Married,1,Living with Parents,No Previous Loan,13310,High School,0.0,19207,1
7317,733,47027,Employed,0.1,42291,Personal Expenses,Married,1,Living with Parents,No Previous Loan,1784,Bachelor,0.0,21544,1
7318,673,66721,Employed,0.14,24114,Home Purchase,Married,4,Renter,No Previous Loan,4778,High School,0.0,28064,1
7319,513,0,Unemployed,0.167,4601,Personal Expenses,Single,0,Renter,No Previous Loan,20166,High School,0.0,0,0
7320,800,65631,Employed,0.1,118699,Personal Expenses,Single,0,Owner,No Previous Loan,5154,Bachelor,0.0,32815,1
7321,610,114116,Employed,0.289,12149,Personal Expenses,Single,1,Renter,No Previous Loan,9688,High School,0.0,43506,1
7322,766,43098,Employed,0.345,3950,Home Purchase,Married,1,Renter,Paid in Full,4054,High School,0.0,20633,1
7323,689,33921,Self-employed,0.4,7026,Car Purchase,Married,2,Renter,No Previous Loan,42573,High School,0.0,14607,0
7324,800,69993,Employed,0.1,3317,Home Purchase,Single,0,Renter,Paid in Full,2508,Bachelor,0.0,34996,1
7325,727,57728,Employed,0.212,58409,Home Purchase,Single,0,Renter,Paid in Full,1273,High School,0.0,26230,1
